ID,Title,Category,Release_Date,Rating,Duration,Country,Data_Quality_Notes
4738,The Matrix,Film,2018-07-20,PG-13,90 min,U.S.A,Rating values inconsistent
4739,Jaws,Unknown,2018-07-20,NOT RATED,120 min,Unknown,"Cleaned missing values, standardized text & formats"
4740,Unknown Title,Movie,2019-01-01,PG,,Uk,"Cleaned missing values, standardized text & formats"
4741,The Matrix,Movie,2018-07-20,R,,Uk,"Cleaned missing values, standardized text & formats"
4742,The Dark Knight,Unknown,,PG-13,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
4743,Titanic,Movie,,NOT RATED,,Unknown,"Cleaned missing values, standardized text & formats"
4744,Interstellar,Unknown,2018-07-20,PG-13,,Unknown,"Cleaned missing values, standardized text & formats"
4745,The Dark Knight,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
4746,Avatar,Film,,R,120 min,India,"Cleaned missing values, standardized text & formats"
4747,Inception,Tv Show,,R,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
4748,Titanic,Film,2018-07-20,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
4749,Avatar,Movie,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
4750,Interstellar,Tv Show,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4751,Jaws,Movie,2018-07-20,NR,,U.S.A,"Cleaned missing values, standardized text & formats"
4752,The Matrix,Tv Show,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
4753,Interstellar,Tv Show,2018-07-20,NOT RATED,120 min,U.S.A,Invalid date format
4754,The Dark Knight,Movie,,PG,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
4755,Inception,Movie,,PG,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
4756,The Dark Knight,Movie,2018-07-20,PG,,Uk,"Cleaned missing values, standardized text & formats"
4757,Titanic,Unknown,,PG-13,120 min,United States,"Cleaned missing values, standardized text & formats"
4758,Titanic,Movie,2018-07-20,NR,90 min,India,Invalid date format
4759,Inception,Tv Show,2019-01-01,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
4760,Unknown Title,Movie,,R,,India,"Cleaned missing values, standardized text & formats"
4761,Avatar,Movie,,PG,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
4762,Avatar,Tv Show,,PG,,United States,"Cleaned missing values, standardized text & formats"
4763,Titanic,Movie,,PG-13,1 Season,India,"Cleaned missing values, standardized text & formats"
4764,Titanic,Tv Show,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4765,Jaws,Movie,2018-07-20,PG,,India,"Cleaned missing values, standardized text & formats"
4766,The Matrix,Film,2019-01-01,NOT RATED,90 min,India,Rating values inconsistent
4767,Jaws,Movie,,NR,90 min,Unknown,"Cleaned missing values, standardized text & formats"
4768,Jaws,Film,,PG,90 min,Uk,"Cleaned missing values, standardized text & formats"
4769,Unknown Title,Tv Show,,PG,1 Season,United States,"Cleaned missing values, standardized text & formats"
4770,Avatar,Movie,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
4771,Unknown Title,Tv Show,2019-01-01,R,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
4772,Unknown Title,Tv Show,,NOT RATED,1 Season,India,"Cleaned missing values, standardized text & formats"
4773,Inception,Movie,,R,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
4774,Avatar,Tv Show,,NOT RATED,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
4775,The Matrix,Tv Show,,NR,90 min,India,"Cleaned missing values, standardized text & formats"
4776,The Dark Knight,Movie,,R,120 min,India,"Cleaned missing values, standardized text & formats"
4777,Titanic,Movie,,NR,,Uk,"Cleaned missing values, standardized text & formats"
4778,Titanic,Tv Show,,PG-13,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
4779,The Matrix,Movie,,PG-13,,India,"Cleaned missing values, standardized text & formats"
4780,Unknown Title,Tv Show,2018-07-20,NOT RATED,90 min,Uk,"Cleaned missing values, standardized text & formats"
4781,Jaws,Movie,,NOT RATED,120 min,India,"Cleaned missing values, standardized text & formats"
4782,Inception,Film,,R,,Uk,"Cleaned missing values, standardized text & formats"
4783,Unknown Title,Tv Show,2019-01-01,PG-13,1 Season,India,"Cleaned missing values, standardized text & formats"
4784,Titanic,Movie,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
4785,Interstellar,Tv Show,,PG,90 min,United States,"Cleaned missing values, standardized text & formats"
4786,Jaws,Tv Show,2018-07-20,PG,1 Season,United States,Invalid date format
4787,Titanic,Tv Show,2018-07-20,PG-13,120 min,Unknown,"Cleaned missing values, standardized text & formats"
4788,Interstellar,Film,2019-01-01,PG,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
4789,Unknown Title,Tv Show,2019-01-01,NR,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
4790,The Matrix,Tv Show,,PG,1 Season,Uk,"Cleaned missing values, standardized text & formats"
4791,The Matrix,Film,,NOT RATED,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4792,Jaws,Movie,,R,90 min,United States,"Cleaned missing values, standardized text & formats"
4793,Titanic,Tv Show,2018-07-20,NR,,India,"Cleaned missing values, standardized text & formats"
4794,Avatar,Movie,2019-01-01,PG,1 Season,U.S.A,Country naming inconsistent
4795,Interstellar,Unknown,,PG,,Uk,"Cleaned missing values, standardized text & formats"
4796,Inception,Unknown,,R,120 min,India,"Cleaned missing values, standardized text & formats"
4797,Titanic,Tv Show,2018-07-20,NR,2 Seasons,Uk,Invalid date format
4798,Inception,Movie,2018-07-20,R,1 Season,United States,Data looks clean
4799,Titanic,Movie,,NOT RATED,90 min,India,"Cleaned missing values, standardized text & formats"
4800,Avatar,Tv Show,2018-07-20,PG-13,90 min,India,Invalid date format
4801,Avatar,Movie,,PG,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
4802,Jaws,Movie,2018-07-20,NR,,Uk,"Cleaned missing values, standardized text & formats"
4803,Jaws,Film,,NR,,U.S.A,"Cleaned missing values, standardized text & formats"
4804,Avatar,Movie,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
4805,The Dark Knight,Unknown,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
4806,Avatar,Movie,,PG,,India,"Cleaned missing values, standardized text & formats"
4807,The Matrix,Film,,R,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
4808,The Matrix,Tv Show,2018-07-20,PG,,United States,"Cleaned missing values, standardized text & formats"
4809,The Dark Knight,Film,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4810,Unknown Title,Film,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
4811,Interstellar,Tv Show,,NR,,India,"Cleaned missing values, standardized text & formats"
4812,Unknown Title,Tv Show,2019-01-01,R,1 Season,India,"Cleaned missing values, standardized text & formats"
4813,Inception,Tv Show,,R,90 min,India,"Cleaned missing values, standardized text & formats"
4814,Unknown Title,Tv Show,2019-01-01,R,90 min,India,"Cleaned missing values, standardized text & formats"
4815,Titanic,Tv Show,,PG-13,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
4816,Unknown Title,Film,,NOT RATED,,Uk,"Cleaned missing values, standardized text & formats"
4817,Titanic,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
4818,The Dark Knight,Tv Show,2018-07-20,PG,,United States,"Cleaned missing values, standardized text & formats"
4819,The Matrix,Movie,,R,1 Season,India,"Cleaned missing values, standardized text & formats"
4820,Jaws,Tv Show,,PG-13,,Unknown,"Cleaned missing values, standardized text & formats"
4821,Titanic,Unknown,,R,90 min,India,"Cleaned missing values, standardized text & formats"
4822,The Matrix,Tv Show,2018-07-20,PG,1 Season,United States,Invalid date format
4823,Interstellar,Film,2019-01-01,NOT RATED,90 min,U.S.A,Rating values inconsistent
4824,Inception,Tv Show,,NOT RATED,1 Season,United States,"Cleaned missing values, standardized text & formats"
4825,Interstellar,Tv Show,2019-01-01,NR,,Unknown,"Cleaned missing values, standardized text & formats"
4826,The Dark Knight,Film,2018-07-20,PG-13,,Unknown,"Cleaned missing values, standardized text & formats"
4827,Unknown Title,Unknown,2018-07-20,NOT RATED,90 min,United States,"Cleaned missing values, standardized text & formats"
4828,Unknown Title,Tv Show,,PG-13,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
4829,Avatar,Film,,R,,Unknown,"Cleaned missing values, standardized text & formats"
4830,Avatar,Movie,,NR,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
4831,Avatar,Tv Show,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
4832,Interstellar,Movie,2018-07-20,NOT RATED,2 Seasons,India,Invalid date format
4833,Titanic,Movie,2018-07-20,NOT RATED,90 min,Unknown,"Cleaned missing values, standardized text & formats"
4834,Inception,Unknown,,PG,120 min,United States,"Cleaned missing values, standardized text & formats"
4835,Avatar,Movie,,PG,120 min,Uk,"Cleaned missing values, standardized text & formats"
4836,The Dark Knight,Film,2018-07-20,NOT RATED,90 min,Uk,Invalid date format
4837,The Dark Knight,Tv Show,2018-07-20,NOT RATED,120 min,India,Data looks clean
4838,Avatar,Tv Show,2019-01-01,PG,90 min,Uk,Country naming inconsistent
4839,Unknown Title,Unknown,2019-01-01,NR,,India,"Cleaned missing values, standardized text & formats"
4840,Avatar,Unknown,,PG-13,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4841,Inception,Movie,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
4842,Avatar,Movie,,PG-13,,U.S.A,"Cleaned missing values, standardized text & formats"
4843,Inception,Movie,2018-07-20,NR,120 min,U.S.A,Invalid date format
4844,The Dark Knight,Tv Show,2018-07-20,NR,1 Season,U.S.A,Country naming inconsistent
4845,Avatar,Tv Show,,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
4846,Interstellar,Movie,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
4847,Jaws,Tv Show,2019-01-01,NR,,U.S.A,"Cleaned missing values, standardized text & formats"
4848,Interstellar,Tv Show,,NR,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
4849,The Dark Knight,Movie,,PG-13,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
4850,Inception,Movie,,NR,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
4851,Interstellar,Movie,2019-01-01,PG,1 Season,U.S.A,Invalid date format
4852,Inception,Movie,2019-01-01,R,2 Seasons,U.S.A,Rating values inconsistent
4853,Interstellar,Film,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4854,Interstellar,Tv Show,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
4855,Inception,Tv Show,,NOT RATED,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
4856,Titanic,Tv Show,,NR,120 min,India,"Cleaned missing values, standardized text & formats"
4857,Interstellar,Film,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
4858,Avatar,Unknown,2018-07-20,NR,120 min,Unknown,"Cleaned missing values, standardized text & formats"
4859,Jaws,Tv Show,,R,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
4860,The Dark Knight,Movie,,PG,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
4861,Titanic,Film,2019-01-01,NOT RATED,120 min,Unknown,"Cleaned missing values, standardized text & formats"
4862,Inception,Movie,2018-07-20,PG-13,2 Seasons,India,Data looks clean
4863,Titanic,Tv Show,,PG-13,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
4864,The Matrix,Tv Show,,NR,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4865,The Matrix,Tv Show,,NR,1 Season,United States,"Cleaned missing values, standardized text & formats"
4866,Interstellar,Movie,,PG,,United States,"Cleaned missing values, standardized text & formats"
4867,Interstellar,Movie,,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
4868,Avatar,Film,,NOT RATED,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
4869,Jaws,Film,,NR,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
4870,The Dark Knight,Tv Show,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4871,Titanic,Movie,,PG-13,,United States,"Cleaned missing values, standardized text & formats"
4872,The Matrix,Movie,2019-01-01,NOT RATED,,U.S.A,"Cleaned missing values, standardized text & formats"
4873,Interstellar,Movie,,PG,1 Season,United States,"Cleaned missing values, standardized text & formats"
4874,Unknown Title,Tv Show,,R,90 min,India,"Cleaned missing values, standardized text & formats"
4875,Unknown Title,Tv Show,,NR,1 Season,Uk,"Cleaned missing values, standardized text & formats"
4876,The Dark Knight,Tv Show,,PG,120 min,United States,"Cleaned missing values, standardized text & formats"
4877,Titanic,Movie,2018-07-20,PG,2 Seasons,India,Invalid date format
4878,Interstellar,Unknown,2018-07-20,NOT RATED,1 Season,India,"Cleaned missing values, standardized text & formats"
4879,Interstellar,Movie,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4880,The Matrix,Film,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
4881,The Matrix,Film,2018-07-20,PG-13,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
4882,Interstellar,Tv Show,,R,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
4883,Inception,Unknown,2018-07-20,PG-13,,United States,"Cleaned missing values, standardized text & formats"
4884,Interstellar,Movie,,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
4885,The Dark Knight,Unknown,2019-01-01,PG,,India,"Cleaned missing values, standardized text & formats"
4886,Interstellar,Tv Show,2018-07-20,PG,90 min,United States,Rating values inconsistent
4887,Avatar,Film,,NOT RATED,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
4888,Jaws,Film,,PG,90 min,India,"Cleaned missing values, standardized text & formats"
4889,Avatar,Tv Show,,R,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
4890,Avatar,Tv Show,2019-01-01,R,,India,"Cleaned missing values, standardized text & formats"
4891,Inception,Tv Show,,PG,,Unknown,"Cleaned missing values, standardized text & formats"
4892,Inception,Movie,,NR,,Unknown,"Cleaned missing values, standardized text & formats"
4893,Unknown Title,Movie,,NOT RATED,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
4894,Interstellar,Tv Show,2019-01-01,R,2 Seasons,India,Invalid date format
4895,Avatar,Movie,,NOT RATED,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
4896,Inception,Unknown,,R,1 Season,United States,"Cleaned missing values, standardized text & formats"
4897,The Matrix,Movie,,R,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
4898,Interstellar,Movie,,NR,,Uk,"Cleaned missing values, standardized text & formats"
4899,The Dark Knight,Tv Show,,PG,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
4900,Jaws,Unknown,2018-07-20,NOT RATED,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
4901,Titanic,Tv Show,,PG,,Uk,"Cleaned missing values, standardized text & formats"
4902,Interstellar,Unknown,,NOT RATED,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
4903,Titanic,Film,2018-07-20,NR,1 Season,United States,Invalid date format
4904,Avatar,Tv Show,,PG-13,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
4905,Jaws,Tv Show,,PG-13,120 min,Uk,"Cleaned missing values, standardized text & formats"
4906,Titanic,Tv Show,2018-07-20,NR,2 Seasons,United States,Invalid date format
